Title,Publication Date,URL,Type,Language,Categories,Cover Image,Publishers,Authors
Difficult Decisions,2022-03-29,https://learning.oreilly.com/library/view/-/9781119817048/,book,en,Business,https://learning.oreilly.com/library/cover/9781119817048/,[Wiley],[Eric Pliner]
The Internet of Medical Things (IoMT),2022-03-29,https://learning.oreilly.com/library/view/-/9781119768838/,book,en,Data,https://learning.oreilly.com/library/cover/9781119768838/,[Wiley-Scrivener],[R. J. Hemalatha D. Akila D. Balaganesh Anand Paul]
5G IoT and Edge Computing for Smart Healthcare,2022-03-29,https://learning.oreilly.com/library/view/-/9780323906647/,book,en,Hardware,https://learning.oreilly.com/library/cover/9780323906647/,[Academic Press],[Akash Kumar Bhoi Victor Costa de Albuquerque Samarendra Nath Sur Paolo Barsocchi]
Python Web Development with Sanic,2022-03-28,https://learning.oreilly.com/library/view/-/9781801814416/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781801814416/,[Packt Publishing],[Adam Hopkins]
The Vice Chairman’s Doctrine,2022-03-28,https://learning.oreilly.com/library/view/-/9781637422311/,book,en,Business,https://learning.oreilly.com/library/cover/9781637422311/,[Business Expert Press],[Ian Domowitz]
An Atypical ASP.NET Core 6 Design Patterns Guide - Second Edition,2022-03-28,https://learning.oreilly.com/library/view/-/9781803249841/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781803249841/,[Packt Publishing],[Carl-Hugo Marcotte Abdelhamid Zebdi]
Network Leadership,2022-03-28,https://learning.oreilly.com/library/view/-/9781000551280/,book,en,Business,https://learning.oreilly.com/library/cover/9781000551280/,[Routledge],[James Whitehead Mike Peckham]
Applied Deep Learning with TensorFlow 2: Learn to Implement Advanced Deep Learning Techniques with Python,2022-03-28,https://learning.oreilly.com/library/view/-/9781484280201/,book,en,Data,https://learning.oreilly.com/library/cover/9781484280201/,[Apress],[Umberto Michelucci]
Effective Remote Work,2022-03-28,https://learning.oreilly.com/library/view/-/9781680509588/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781680509588/,[Pragmatic Bookshelf],[Dr. James Stanier]
Keys to the Production Office,2022-03-28,https://learning.oreilly.com/library/view/-/9781000553000/,book,en,Design,https://learning.oreilly.com/library/cover/9781000553000/,[Routledge],[Jennifer A. Haire Gilana M. Lobel]
Evolutionary Computation with Intelligent Systems,2022-03-28,https://learning.oreilly.com/library/view/-/9781000550542/,book,en,Data,https://learning.oreilly.com/library/cover/9781000550542/,[CRC Press],[R.S. Chauhan Kavita Taneja Rajiv Khanduja Vishal Kamra Rahul Rattan]
"The TV Showrunner's Roadmap, 2nd Edition",2022-03-28,https://learning.oreilly.com/library/view/-/9781000545678/,book,en,Travel & Hobbies,https://learning.oreilly.com/library/cover/9781000545678/,[Routledge],[Neil Landau]
Unity Artificial Intelligence Programming - Fifth Edition,2022-03-28,https://learning.oreilly.com/library/view/-/9781803238531/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781803238531/,[Packt Publishing],[Dr. Davide Aversa]
My Windows 11 Computer for Seniors,2022-03-28,https://learning.oreilly.com/library/view/-/9780137841752/,book,en,Software Development,https://learning.oreilly.com/library/cover/9780137841752/,[Que],[Michael Miller]
Grokking Streaming Systems,2022-03-27,https://learning.oreilly.com/library/view/-/9781617297304/,book,en,Data,https://learning.oreilly.com/library/cover/9781617297304/,[Manning Publications],[Ning Wang Josh Fischer]
Smart Cities,2022-03-27,https://learning.oreilly.com/library/view/-/9781000552089/,book,en,"Math, Science, Engineering",https://learning.oreilly.com/library/cover/9781000552089/,[CRC Press],[Negin Minaei]
Industry 4.0 in Small and Medium-Sized Enterprises (SMEs),2022-03-27,https://learning.oreilly.com/library/view/-/9781000548969/,book,en,Business,https://learning.oreilly.com/library/cover/9781000548969/,[CRC Press],[Ketan Kotecha Satish Kumar Arunkumar Bongale R. Suresh]
Advanced Sensing in Image Processing and IoT,2022-03-27,https://learning.oreilly.com/library/view/-/9781000543056/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781000543056/,[CRC Press],[Rashmi Gupta Arun Kumar Rana Sachin Dhawan Korhan Cengiz]
Build Your Own IoT Platform: Develop a Flexible and Scalable Internet of Things Platform,2022-03-26,https://learning.oreilly.com/library/view/-/9781484280737/,book,en,Hardware,https://learning.oreilly.com/library/cover/9781484280737/,[Apress],[Anand Tamboli]
Game Development with Unity for .NET Developers,2022-05-27,https://learning.oreilly.com/library/view/-/9781801078078/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781801078078/,[Packt Publishing],[Jiadong Chen]
"Design Management: Create, Develop, and Lead Effective Design Teams",2022-05-27,https://learning.oreilly.com/library/view/-/9781484269541/,book,en,Business,https://learning.oreilly.com/library/cover/9781484269541/,[Apress],[Andrea Picchi]
Building Data Science Solutions with Anaconda,2022-05-27,https://learning.oreilly.com/library/view/-/9781800568785/,book,en,Data,https://learning.oreilly.com/library/cover/9781800568785/,[Packt Publishing],[Dan Meador Kevin Goldsmith]
Elasticsearch 8.x Cookbook - Fifth Edition,2022-05-27,https://learning.oreilly.com/library/view/-/9781801079815/,book,en,Data,https://learning.oreilly.com/library/cover/9781801079815/,[Packt Publishing],[Alberto Paro]
Distributed .NET with Microsoft Orleans,2022-05-27,https://learning.oreilly.com/library/view/-/9781801818971/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781801818971/,[Packt Publishing],[Bhupesh Guptha Muthiyalu Suneel Kumar Kunani]
CMake Best Practices,2022-05-27,https://learning.oreilly.com/library/view/-/9781803239729/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781803239729/,[Packt Publishing],[Dominik Berner Mustafa Kemal Gilor]
C++20 STL Cookbook,2022-05-27,https://learning.oreilly.com/library/view/-/9781803248714/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781803248714/,[Packt Publishing],[Bill Weinman]
MS-700 Managing Microsoft Teams Exam Guide - Second Edition,2022-05-26,https://learning.oreilly.com/library/view/-/9781803233383/,book,en,IT Operations,https://learning.oreilly.com/library/cover/9781803233383/,[Packt Publishing],[Peter Rising Nate Chamberlain]
Talk about Data,2022-05-26,https://learning.oreilly.com/library/view/-/9781292421209/,book,en,Business,https://learning.oreilly.com/library/cover/9781292421209/,[Pearson Education],[Martin Eppler Fabienne Bünzli]
Essential Math for Data Science,2022-05-26,https://learning.oreilly.com/library/view/-/9781098102920/,book,en,Data,https://learning.oreilly.com/library/cover/9781098102920/,"[O'Reilly Media, Inc.]",[Thomas Nield]
Designing Production-Grade and Large-Scale IoT Solutions,2022-05-26,https://learning.oreilly.com/library/view/-/9781838829254/,book,en,Hardware,https://learning.oreilly.com/library/cover/9781838829254/,[Packt Publishing],[Mohamed Abdelaziz]
Raspberry Pi Pico DIY Workshop,2022-05-26,https://learning.oreilly.com/library/view/-/9781801814812/,book,en,Hardware,https://learning.oreilly.com/library/cover/9781801814812/,[Packt Publishing],[Sai Yamanoor Srihari Yamanoor]
"Microsoft Security, Compliance, and Identity Fundamentals Exam Ref SC-900",2022-05-26,https://learning.oreilly.com/library/view/-/9781801815994/,book,en,IT Operations,https://learning.oreilly.com/library/cover/9781801815994/,[Packt Publishing],[Dwayne Natwick]
Azure Active Directory for Secure Application Development,2022-05-26,https://learning.oreilly.com/library/view/-/9781838646509/,book,en,IT Operations,https://learning.oreilly.com/library/cover/9781838646509/,[Packt Publishing],[Sjoukje Zaal]
"Natural Language Processing with Transformers, Revised Edition",2022-05-26,https://learning.oreilly.com/library/view/-/9781098136789/,book,en,Data,https://learning.oreilly.com/library/cover/9781098136789/,"[O'Reilly Media, Inc.]",[Lewis Tunstall Leandro von Werra Thomas Wolf]
AWS Certified SysOps Administrator - Associate (SOA-C02) Exam Cram,2022-05-25,https://learning.oreilly.com/library/view/-/9780137509591/,book,en,IT Operations,https://learning.oreilly.com/library/cover/9780137509591/,[Pearson IT Certification],[Marko Sluga Richard Crisci William Rothwell]
Change Fatigue Revisited,2022-05-25,https://learning.oreilly.com/library/view/-/9781637422502/,book,en,Business,https://learning.oreilly.com/library/cover/9781637422502/,[Business Expert Press],[Dr. Richard Dool Tahsinn I. Alam]
"Learn Enough Ruby to Be Dangerous: Write Programs, Publish Gems, and Develop Sinatra Web Apps with Ruby",2022-05-25,https://learning.oreilly.com/library/view/-/9780137844241/,book,en,Software Development,https://learning.oreilly.com/library/cover/9780137844241/,[Addison-Wesley Professional],[Michael Hartl]
An Artist's Guide to Programming,2022-05-24,https://learning.oreilly.com/library/view/-/9781098130220/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781098130220/,[No Starch Press],[Jim Parker]
The Metaverse Handbook,2022-05-24,https://learning.oreilly.com/library/view/-/9781119892526/,book,en,Business,https://learning.oreilly.com/library/cover/9781119892526/,[Wiley],[QuHarrison Terry Scott Keeney Paris Hilton]
The PD Book,2022-05-24,https://learning.oreilly.com/library/view/-/9781119843351/,book,en,Other,https://learning.oreilly.com/library/cover/9781119843351/,[Jossey-Bass],[Elena Aguilar Lori Cohen]
The Art of Drawing Manga,2022-05-24,https://learning.oreilly.com/library/view/-/9780760375457/,book,en,Design,https://learning.oreilly.com/library/cover/9780760375457/,[Walter Foster],[Talia Horsburgh]
Embedded Finance,2022-05-24,https://learning.oreilly.com/library/view/-/9781119891055/,book,en,Business,https://learning.oreilly.com/library/cover/9781119891055/,[Wiley],[Scarlett Sieber Sophie Guibaud]
CISM Certified Information Security Manager Study Guide,2022-05-24,https://learning.oreilly.com/library/view/-/9781119801931/,book,en,Security,https://learning.oreilly.com/library/cover/9781119801931/,[Sybex],[Mike Chapple]
Operating AI,2022-05-24,https://learning.oreilly.com/library/view/-/9781119833192/,book,en,Data,https://learning.oreilly.com/library/cover/9781119833192/,[Wiley],[Ulrika Jagare]
HBR Guide to Managing Flexible Work (HBR Guide Series),2022-05-24,https://learning.oreilly.com/library/view/-/9781647823337/,book,en,Business,https://learning.oreilly.com/library/cover/9781647823337/,[Harvard Business Review Press],[Harvard Business Review]
Inflection Points,2022-05-24,https://learning.oreilly.com/library/view/-/9781119887386/,book,en,Business,https://learning.oreilly.com/library/cover/9781119887386/,[Wiley],[Matt Spielman]
ATD's Handbook for Training and Talent Development,2022-05-24,https://learning.oreilly.com/library/view/-/9781953946355/,book,en-us,Business,https://learning.oreilly.com/library/cover/9781953946355/,[Association for Talent Development],[Elaine Biech]
Results,2022-05-24,https://learning.oreilly.com/library/view/-/9781647821814/,book,en,Business,https://learning.oreilly.com/library/cover/9781647821814/,[Harvard Business Review Press],[Charlie Baker Steve Kadish]
Kickstart Modern Android Development with Jetpack and Kotlin,2022-05-24,https://learning.oreilly.com/library/view/-/9781801811071/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781801811071/,[Packt Publishing],[Catalin Ghita]
Up and Running with DAX for Power BI: A Concise Guide for Non-Technical Users,2022-05-24,https://learning.oreilly.com/library/view/-/9781484281888/,book,en,Data,https://learning.oreilly.com/library/cover/9781484281888/,[Apress],[Alison Box]
Declutter Your Photo Life,2022-05-23,https://learning.oreilly.com/library/view/-/9781681988764/,book,en,Design,https://learning.oreilly.com/library/cover/9781681988764/,[Rocky Nook],[Adam Pratt]
Introducing Microsoft Orleans: Implementing Cloud-Native Services with a Virtual Actor Framework,2022-05-23,https://learning.oreilly.com/library/view/-/9781484280140/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781484280140/,[Apress],[Thomas Nelson]
Enterprise React Development with UmiJS,2022-05-23,https://learning.oreilly.com/library/view/-/9781803238968/,book,en,Web & Mobile,https://learning.oreilly.com/library/cover/9781803238968/,[Packt Publishing],[Douglas Alves Venancio]
Wiley 2022 Interpretation and Application of IFRS Standards,2022-05-23,https://learning.oreilly.com/library/view/-/9781119904472/,book,en,Business,https://learning.oreilly.com/library/cover/9781119904472/,[Wiley],[PKF International Ltd]
Organizations and Complex Adaptive Systems,2022-05-22,https://learning.oreilly.com/library/view/-/9781000627145/,book,en,Data,https://learning.oreilly.com/library/cover/9781000627145/,[Routledge],[Mahsa Fidanboy]
Mastering Python - Second Edition,2022-05-20,https://learning.oreilly.com/library/view/-/9781800207721/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781800207721/,[Packt Publishing],[Rick van Hattem]
SAP Intelligent RPA for Developers,2022-05-20,https://learning.oreilly.com/library/view/-/9781801079198/,book,en,Data,https://learning.oreilly.com/library/cover/9781801079198/,[Packt Publishing],[Vishwas Madhuvarshi Vijaya Kumar Ganugula]
101 UX Principles - Second Edition,2022-05-20,https://learning.oreilly.com/library/view/-/9781803234885/,book,en,Design,https://learning.oreilly.com/library/cover/9781803234885/,[Packt Publishing],[Will Grant]
Quantum Chemistry and Computing for the Curious,2022-05-20,https://learning.oreilly.com/library/view/-/9781803243900/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781803243900/,[Packt Publishing],[Keeper L. Sharkey Alain Chancé]
"Artificial Intelligence in Medical Sciences and Psychology: With Application of Machine Language, Computer Vision, and NLP Techniques",2022-05-19,https://learning.oreilly.com/library/view/-/9781484282175/,book,en,"Math, Science, Engineering",https://learning.oreilly.com/library/cover/9781484282175/,[Apress],[Tshepo Chris Nokeri]
Java Design Patterns: A Hands-On Experience with Real-World Examples,2022-05-19,https://learning.oreilly.com/library/view/-/9781484279717/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781484279717/,[Apress],[Vaskaran Sarcar]
IBM Z Functional Matrix,2022-05-19,https://learning.oreilly.com/library/view/-/9780738458731/,book,en,Data,https://learning.oreilly.com/library/cover/9780738458731/,[IBM Redbooks],[Ewerson Palacio Octavian Lascu Bill White]
Agile From First Principles,2022-05-19,https://learning.oreilly.com/library/view/-/9781780175812/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781780175812/,"[BCS, The Chartered Institute for IT]",[Lynda Girvan Simon Girvan]
Human-Computer Interaction in Game Development with Python: Design and Develop a Game Interface Using HCI Technologies and Techniques,2022-05-19,https://learning.oreilly.com/library/view/-/9781484281826/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781484281826/,[Apress],[Joseph Thachil George Meghna Joseph George]
"SAP S/4HANA Systems in Hyperscaler Clouds: Deploying SAP S/4HANA in AWS, Google Cloud, and Azure",2022-05-19,https://learning.oreilly.com/library/view/-/9781484281581/,book,en,Data,https://learning.oreilly.com/library/cover/9781484281581/,[Apress],[André Bögelsack Utpal Chakraborty Dhiraj Kumar Johannes Rank Jessica Tischbierek Elena Wolz]
A Network Architect’s Guide to 5G,2022-05-18,https://learning.oreilly.com/library/view/-/9780137376834/,book,en,Hardware,https://learning.oreilly.com/library/cover/9780137376834/,[Addison-Wesley Professional],[Syed Farrukh Hassan Alexander Orel Kashif Islam]
"Business, Society and Government Essentials, 3rd Edition",2022-05-18,https://learning.oreilly.com/library/view/-/9781000570670/,book,en,Business,https://learning.oreilly.com/library/cover/9781000570670/,[Routledge],[Robert N. Lussier Herbert Sherman]
Software Architecture Metrics,2022-05-18,https://learning.oreilly.com/library/view/-/9781098112226/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781098112226/,"[O'Reilly Media, Inc.]",[Christian Ciceri Dave Farley Neal Ford Andrew Harmel-Law Michael Keeling Carola Lilienthal João Rosa Alexander von Zitzewitz Rene Weiss Eoin Woods]
Cyber-physical Systems,2022-05-17,https://learning.oreilly.com/library/view/-/9781119785163/,book,en,Hardware,https://learning.oreilly.com/library/cover/9781119785163/,[Wiley-IEEE Press],[Pedro H. J. Nardelli]
The Jamstack Book,2022-05-17,https://learning.oreilly.com/library/view/-/9781617298882/,book,en,Web & Mobile,https://learning.oreilly.com/library/cover/9781617298882/,[Manning Publications],[Raymond K. Camden Brian Rinaldi]
"NGINX Cookbook, 2nd Edition",2022-05-17,https://learning.oreilly.com/library/view/-/9781098126230/,book,en,Web & Mobile,https://learning.oreilly.com/library/cover/9781098126230/,"[O'Reilly Media, Inc.]",[Derek DeJonghe]
How the Future Works,2022-05-17,https://learning.oreilly.com/library/view/-/9781119870951/,book,en,Business,https://learning.oreilly.com/library/cover/9781119870951/,[Wiley],[Brian Elliott Sheela Subramanian Helen Kupp Stewart Butterfield]
Teach Yourself VISUALLY Microsoft 365,2022-05-17,https://learning.oreilly.com/library/view/-/9781119893516/,book,en,Business,https://learning.oreilly.com/library/cover/9781119893516/,[Wiley],[Paul McFedries]
Adobe Photoshop Elements Advanced Editing Techniques and Tricks: The Essential Guide to Going Beyond Guided Edits,2022-05-17,https://learning.oreilly.com/library/view/-/9780137844043/,book,en,Design,https://learning.oreilly.com/library/cover/9780137844043/,[New Riders],[Ted Padova]
Designing Machine Learning Systems,2022-05-17,https://learning.oreilly.com/library/view/-/9781098107956/,book,en,Data,https://learning.oreilly.com/library/cover/9781098107956/,"[O'Reilly Media, Inc.]",[Chip Huyen]
Business Continuity Solution with Red Hat OpenShift and IBM Spectrum Virtualize for Public Cloud on Microsoft Azure,2022-05-17,https://learning.oreilly.com/library/view/-/9780738460550/,book,en,IT Operations,https://learning.oreilly.com/library/cover/9780738460550/,[IBM Redbooks],[IBM]
The Road to Champagne,2022-05-17,https://learning.oreilly.com/library/view/-/9781637422373/,book,en,Business,https://learning.oreilly.com/library/cover/9781637422373/,[Business Expert Press],[Alejandro Colindres Frañó]
Change Their Mind: 6 Practical Steps to Persuade Anyone Anytime,2022-05-17,https://learning.oreilly.com/library/view/-/9781292406770/,book,en,Business,https://learning.oreilly.com/library/cover/9781292406770/,[Pearson Education],[Simon Horton]
Vibroacoustic Simulation,2022-05-17,https://learning.oreilly.com/library/view/-/9781119849841/,book,en,"Math, Science, Engineering",https://learning.oreilly.com/library/cover/9781119849841/,[Wiley],[Alexander Peiffer]
Make: Volume 81,2022-05-17,https://learning.oreilly.com/library/view/-/9781680457629/,book,en,Hardware,https://learning.oreilly.com/library/cover/9781680457629/,[Make: Community],[Mike Senese]
Inclusive Screenwriting for Film and Television,2022-05-16,https://learning.oreilly.com/library/view/-/9781000584240/,book,en,Business,https://learning.oreilly.com/library/cover/9781000584240/,[Routledge],[Jess King]
The Elements of Voice First Style,2022-05-16,https://learning.oreilly.com/library/view/-/9781098119584/,book,en,Design,https://learning.oreilly.com/library/cover/9781098119584/,"[O'Reilly Media, Inc.]",[Ahmed Bouzid Weiye Ma]
"Fundamentals of Deep Learning, 2nd Edition",2022-05-16,https://learning.oreilly.com/library/view/-/9781492082170/,book,en,Data,https://learning.oreilly.com/library/cover/9781492082170/,"[O'Reilly Media, Inc.]",[Nithin Buduma Nikhil Buduma Joe Papa]
"Product Management in Practice, 2nd Edition",2022-05-16,https://learning.oreilly.com/library/view/-/9781098119720/,book,en,Business,https://learning.oreilly.com/library/cover/9781098119720/,"[O'Reilly Media, Inc.]",[Matt LeMay]
Neuromorphic Devices for Brain-inspired Computing,2022-05-16,https://learning.oreilly.com/library/view/-/9783527349791/,book,en,Data,https://learning.oreilly.com/library/cover/9783527349791/,[Wiley-VCH],[Qing Wan Yi Shi]
The Thong Principle,2022-05-16,https://learning.oreilly.com/library/view/-/9781637422113/,book,en,Hardware,https://learning.oreilly.com/library/cover/9781637422113/,[Business Expert Press],[donalee Moulton]
AWS Certified Solutions Architect - Associate (SAA-C02) Guided Cert Prep,2022-05-15,https://learning.oreilly.com/library/view/-/9780137941476/,book,en,IT Operations,https://learning.oreilly.com/library/cover/9780137941476/,[Pearson IT Certification],[Chad Smith Mark Wilkins]
Practical Model-Driven Enterprise Architecture,2022-05-13,https://learning.oreilly.com/library/view/-/9781801076166/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781801076166/,[Packt Publishing],[Mudar Bahri Joe Williams]
Take Control of iOS 15 and iPadOS 15,2022-05-13,https://learning.oreilly.com/library/view/-/9781954546103/,book,en,Business,https://learning.oreilly.com/library/cover/9781954546103/,[Take Control Books],[Josh Centers]
SQL Server Advanced Troubleshooting and Performance Tuning,2022-05-13,https://learning.oreilly.com/library/view/-/9781098101916/,book,en,Data,https://learning.oreilly.com/library/cover/9781098101916/,"[O'Reilly Media, Inc.]",[Dmitri Korotkevitch]
"Head First Java, 3rd Edition",2022-05-12,https://learning.oreilly.com/library/view/-/9781492091646/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781492091646/,"[O'Reilly Media, Inc.]",[Kathy Sierra Bert Bates Trisha Gee]
Celebrity 2.0,2022-05-12,https://learning.oreilly.com/library/view/-/9781637422090/,book,en,Business,https://learning.oreilly.com/library/cover/9781637422090/,[Business Expert Press],[Stacy Landreth Grau]
Emerging FinTech,2022-05-12,https://learning.oreilly.com/library/view/-/9781637422489/,book,en,Business,https://learning.oreilly.com/library/cover/9781637422489/,[Business Expert Press],[Paul Taylor]
"Film Theory: The Basics, 2nd Edition",2022-05-11,https://learning.oreilly.com/library/view/-/9781000579482/,book,en,Data,https://learning.oreilly.com/library/cover/9781000579482/,[Routledge],[Kevin McDonald]
The Complete Guide to Food Photography,2022-05-11,https://learning.oreilly.com/library/view/-/9781681988177/,book,en,Design,https://learning.oreilly.com/library/cover/9781681988177/,[Rocky Nook],[Lauren Caris Short]
Software Mistakes and Tradeoffs,2022-05-11,https://learning.oreilly.com/library/view/-/9781617299209/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781617299209/,[Manning Publications],[Tomasz Lelek Jonathan Skeet]
Extraordinary Women with Cameras,2022-05-11,https://learning.oreilly.com/library/view/-/9781681988818/,book,en,Design,https://learning.oreilly.com/library/cover/9781681988818/,[Rocky Nook],[Vanessa Perez Darcy Reed]
"Modern CSS with Tailwind, 2nd Edition",2022-05-11,https://learning.oreilly.com/library/view/-/9781680509892/,book,en,Web & Mobile,https://learning.oreilly.com/library/cover/9781680509892/,[Pragmatic Bookshelf],[Noel Rappin]
Soft Skills for the Professional Services Industry,2022-05-10,https://learning.oreilly.com/library/view/-/9781119875536/,book,en,Business,https://learning.oreilly.com/library/cover/9781119875536/,[Wiley],[Andreas Creutzmann]
MCA Microsoft Certified Associate Azure Administrator Study Guide,2022-05-10,https://learning.oreilly.com/library/view/-/9781119705154/,book,en,IT Operations,https://learning.oreilly.com/library/cover/9781119705154/,[Sybex],[Rithin Skaria]
Side Hustles For Dummies,2022-05-10,https://learning.oreilly.com/library/view/-/9781119870135/,book,en,Business,https://learning.oreilly.com/library/cover/9781119870135/,[For Dummies],[Alan R. Simon]
The Metrics Manifesto,2022-05-10,https://learning.oreilly.com/library/view/-/9781119515364/,book,en,Business,https://learning.oreilly.com/library/cover/9781119515364/,[Wiley],[Richard Seiersen Douglas W. Hubbard]
MC Microsoft Certified Azure Data Fundamentals Study Guide,2022-05-10,https://learning.oreilly.com/library/view/-/9781119855835/,book,en,IT Operations,https://learning.oreilly.com/library/cover/9781119855835/,[Sybex],[Jake Switzer]
Windows 11 Simplified,2022-05-10,https://learning.oreilly.com/library/view/-/9781119893080/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781119893080/,[Visual],[Paul McFedries]
The Locker Room,2022-05-10,https://learning.oreilly.com/library/view/-/9781119897842/,book,en,Business,https://learning.oreilly.com/library/cover/9781119897842/,[Wiley],[Damon West Stephen Mackey]
Office 2021 for Macs For Dummies,2022-05-10,https://learning.oreilly.com/library/view/-/9781119840442/,book,en,Business,https://learning.oreilly.com/library/cover/9781119840442/,[For Dummies],[Bob LeVitus Dwight Spivey]
